measurement_id,analysis_tier,corpus,document_id,doi,site_id,latitude,longitude,property_id,property_russian,property,category_russian,category,value_num,value_text,unit_raw,unit_normalized,canonical_unit,normalization_status,qa_status,profile_label,horizon_label,depth_top_cm,depth_bottom_cm,method_raw,evidence_path,evidence_locator
measurement:table_single_reported_20260719:54d28a5ee100dd2bf90b,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,6.12,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r10:c1"", ""row_index"": 10, ""column_index"": 1, ""header"": ""pH H2O pH H2O"", ""row_label"": ""WBN1"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:59a961b3b9fbb2fe16e8,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,12.6,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r16:c2"", ""row_index"": 16, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""WRO1"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:5aafffa5ff51be75bf4b,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,12.3,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r8:c2"", ""row_index"": 8, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""PRO1"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:63d996704bf4fe861ab1,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,7.3,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r11:c2"", ""row_index"": 11, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""WBM1"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:668307e5f48341e3d113,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,8.9,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r9:c2"", ""row_index"": 9, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""PRX1"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:6881f6b4f434f86e5ed6,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,8.2,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r5:c2"", ""row_index"": 5, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""PBX1"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:6b6a5ec41fbed609d089,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,5.71,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r9:c1"", ""row_index"": 9, ""column_index"": 1, ""header"": ""pH H2O pH H2O"", ""row_label"": ""PRX1"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:6b87c924fc15a0c1272c,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,7.1,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r22:c2"", ""row_index"": 22, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""PRN2"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:6c804258702c643eb7ac,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,5.53,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r15:c1"", ""row_index"": 15, ""column_index"": 1, ""header"": ""pH H2O pH H2O"", ""row_label"": ""WRM1"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:6d3c57fe2954675dc1ed,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,7.07,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r32:c1"", ""row_index"": 32, ""column_index"": 1, ""header"": ""pH H2O pH H2O"", ""row_label"": ""WRO2"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:6d5a5c64f844b312f264,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,6.4,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r10:c2"", ""row_index"": 10, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""WBN1"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:727422038b0c4834529f,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,5.95,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r21:c1"", ""row_index"": 21, ""column_index"": 1, ""header"": ""pH H2O pH H2O"", ""row_label"": ""PBX2"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:7fe07e7fb1c27f4ef6c7,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,5.25,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r19:c1"", ""row_index"": 19, ""column_index"": 1, ""header"": ""pH H2O pH H2O"", ""row_label"": ""PBM2"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:806fd6632df0d565f371,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,6.0,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r18:c1"", ""row_index"": 18, ""column_index"": 1, ""header"": ""pH H2O pH H2O"", ""row_label"": ""PBN2"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:86a57d73fa3414e9e477,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,6.0,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r18:c2"", ""row_index"": 18, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""PBN2"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:8b3cf8a3f93ce53290d6,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,6.3,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r14:c1"", ""row_index"": 14, ""column_index"": 1, ""header"": ""pH H2O pH H2O"", ""row_label"": ""WRN1"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:99c6307421f8eec6feb2,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,5.43,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r23:c1"", ""row_index"": 23, ""column_index"": 1, ""header"": ""pH H2O pH H2O"", ""row_label"": ""PRM2"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:9cbce99ba6ba47f8d23f,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,5.74,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r2:c1"", ""row_index"": 2, ""column_index"": 1, ""header"": ""pH H2O pH H2O"", ""row_label"": ""PBN1"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:9dad68fcbad1ecd23685,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,12.4,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r32:c2"", ""row_index"": 32, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""WRO2"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:a6b21b060259fe6d29f9,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,12.3,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r24:c2"", ""row_index"": 24, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""PRO2"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:a8d2a9522ed0c1da1d5d,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,5.8,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r13:c1"", ""row_index"": 13, ""column_index"": 1, ""header"": ""pH H2O pH H2O"", ""row_label"": ""WBX1"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:b0087049baa79ff0f98a,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,11.3,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r28:c2"", ""row_index"": 28, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""WBO2"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:b1ed61097e8e1720f4bc,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,6.7,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r30:c2"", ""row_index"": 30, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""WRN2"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:baa2d186f3abe656d7d0,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,6.3,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r26:c2"", ""row_index"": 26, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""WBN2"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:c2ef06bf719922e8aae7,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,11.1,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r4:c2"", ""row_index"": 4, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""PBO1"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:c7eba4baea9225bd186c,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,7.0,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r14:c2"", ""row_index"": 14, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""WRN1"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:caba0f06b55cdd86b6e7,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,7.199999999999999,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r27:c2"", ""row_index"": 27, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""WBM2"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:cd1da875679e7ab4f232,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,5.35,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r7:c1"", ""row_index"": 7, ""column_index"": 1, ""header"": ""pH H2O pH H2O"", ""row_label"": ""PRM1"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:d1647674d185a964b602,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,9.3,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r17:c2"", ""row_index"": 17, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""WRX1"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:dbc01892b035e1b6cfd7,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,8.100000000000001,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r21:c2"", ""row_index"": 21, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""PBX2"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:dc6026b4f5a45debaea0,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,5.89,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r17:c1"", ""row_index"": 17, ""column_index"": 1, ""header"": ""pH H2O pH H2O"", ""row_label"": ""WRX1"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:dcc203a74c3fe6b6b608,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,7.800000000000001,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r23:c2"", ""row_index"": 23, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""PRM2"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:de1e63397b076d27672a,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,6.1,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r2:c2"", ""row_index"": 2, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""PBN1"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:e047558175d4454bda76,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229323600070,10.1134/S1064229323600070,site:springer:10.1134_S1064229323600070:text:raw:dms:l:0,56.05444444444444,40.498333333333335,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,8.100000000000001,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229323600070_p004_t01_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229323600070:crop:10.1134_S1064229323600070_p004_t01_part01:ocr_markdown:tm:r13:c2"", ""row_index"": 13, ""column_index"": 2, ""header"": ""Corg %"", ""row_label"": ""WBX1"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
